,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_4,PAY_5,PAY_6,Previous_payments,Target
1768,200000.0,1,1,2,27,-1,-1,-1,-1,-1,35411.0,0
1769,50000.0,2,2,1,46,-1,-1,-1,-1,-1,17731.0,1
1770,360000.0,1,2,1,56,-1,-1,-1,-1,-1,9247.0,0
1771,50000.0,2,3,1,56,0,0,0,0,0,9728.0,0
1772,180000.0,2,3,1,26,0,0,-2,-2,-2,10000.0,0
1773,50000.0,1,2,2,25,2,2,0,0,2,3500.0,1
1774,120000.0,2,1,2,28,-2,-2,-2,-2,-2,5454.0,0
1775,80000.0,2,2,1,37,2,2,2,2,2,6800.0,1
1776,330000.0,2,1,1,47,1,-2,-2,-2,-1,44731.0,0
1777,40000.0,1,3,1,43,0,0,0,0,0,9099.0,1
1778,50000.0,1,2,2,26,0,0,0,0,0,9179.0,0
1779,80000.0,1,3,1,48,0,0,0,0,0,10187.0,0
1780,450000.0,1,1,1,41,-1,-1,-2,-1,-1,969.0,0
1781,30000.0,2,3,1,48,0,0,0,0,0,9800.0,0
1782,160000.0,1,2,1,28,0,0,2,0,0,14425.0,0
1783,80000.0,2,1,2,22,-1,-1,0,-2,-2,15495.0,0
1784,400000.0,1,2,1,34,0,0,0,0,2,22902.0,0
1785,220000.0,1,2,1,60,-1,-1,-1,-1,-1,29108.0,1
1786,40000.0,2,2,1,25,0,0,2,2,2,8500.0,1
1787,280000.0,2,2,2,27,-1,0,0,2,0,91291.0,0
1788,50000.0,2,1,2,25,0,0,-2,-2,-2,4000.0,0
1789,110000.0,1,2,2,26,0,0,0,0,0,26032.0,0
1790,180000.0,2,1,1,44,1,-1,-1,-1,-1,93206.0,0
1791,200000.0,2,1,2,26,0,0,0,0,0,22002.0,0
1792,390000.0,2,1,2,33,0,0,0,0,0,19524.0,0
1793,400000.0,2,1,2,29,-1,0,0,0,0,14570.0,0
1794,120000.0,2,3,2,37,-1,-1,-1,-1,-1,5496.0,1
1795,200000.0,1,1,2,34,1,-2,-2,-2,-2,0.0,0
1796,280000.0,1,2,1,33,0,0,0,0,0,50800.0,0
1797,230000.0,2,1,2,27,0,0,0,0,0,20366.0,0
1798,280000.0,2,1,1,36,-1,-1,-1,-1,-1,113998.0,0
1799,130000.0,1,3,2,28,0,0,0,0,0,38400.0,0
1800,160000.0,2,2,1,35,-1,-1,-1,-1,-1,4656.0,1
1801,120000.0,1,3,1,47,-1,-1,-1,-1,-1,4026.0,0
1802,300000.0,2,3,1,31,-1,-1,-1,-1,-1,1196.0,0
1803,20000.0,2,1,2,31,-2,-2,-2,-2,-2,11062.0,0
1804,450000.0,1,1,2,31,-1,-1,-1,-1,-1,22729.0,1
1805,250000.0,1,2,1,30,-2,-2,-2,-2,-2,260554.0,0
1806,100000.0,2,2,1,58,0,0,0,0,0,30587.0,0
1807,150000.0,2,2,2,27,0,0,0,0,0,9223.0,0
1808,140000.0,1,2,2,35,0,0,0,0,0,15144.0,0
1809,500000.0,2,1,2,46,-2,-1,-1,-1,-1,456026.0,0
1810,20000.0,1,2,2,36,-1,-1,0,0,0,9156.0,0
1811,50000.0,1,2,2,53,0,0,0,0,0,5442.0,0
1812,100000.0,1,2,2,39,0,0,0,0,0,35500.0,1
1813,200000.0,2,2,2,27,2,2,0,0,0,32309.0,0
1814,150000.0,2,2,2,37,0,0,0,0,0,24500.0,0
1815,80000.0,1,1,2,23,0,0,-1,2,2,10594.0,0
1816,160000.0,1,1,1,40,1,-1,-1,-1,-1,17913.0,0
1817,180000.0,2,2,1,44,-1,-1,-1,-1,-1,8692.0,0
1818,270000.0,2,1,1,32,-1,-1,0,0,-1,365252.0,0
1819,180000.0,2,1,2,41,0,0,0,-1,-1,29516.0,0
1820,120000.0,1,1,1,54,-1,-1,-1,0,-1,3588.0,1
1821,110000.0,2,1,2,29,0,0,0,0,0,14010.0,0
1822,50000.0,2,3,1,61,0,0,-2,-1,0,17675.0,0
1823,200000.0,2,3,2,30,0,0,0,0,0,81295.0,0
1824,70000.0,2,3,1,23,2,-1,-1,-1,-1,43162.0,0
1825,360000.0,2,2,2,30,0,0,-1,0,0,205150.0,0
1826,260000.0,2,2,1,35,0,0,0,0,0,57110.0,1
1827,50000.0,1,3,1,32,0,0,0,0,0,7755.0,0
1828,380000.0,2,2,1,39,-1,-1,0,0,0,100479.0,0
1829,50000.0,1,2,2,24,-1,-1,-2,-2,-2,0.0,0
1830,20000.0,1,3,1,38,0,0,-1,-1,-1,2560.0,1
1831,270000.0,1,4,2,32,-2,-2,-2,-2,-2,329696.0,0
1832,460000.0,1,1,2,32,0,0,0,0,0,95000.0,0
1833,60000.0,1,3,2,24,0,0,0,2,0,12422.0,0
1834,200000.0,2,1,1,35,-1,-1,-1,-1,-1,39735.0,0
1835,50000.0,2,2,2,37,1,2,2,2,2,8600.0,1
1836,20000.0,2,1,2,22,0,0,0,0,0,7914.0,0
1837,290000.0,2,2,1,40,0,0,0,0,0,33334.0,1
1838,110000.0,2,2,2,36,0,0,0,0,0,30947.0,0
1839,160000.0,2,3,1,51,2,2,2,2,2,29410.0,1
1840,70000.0,2,2,1,31,0,0,0,0,0,8931.0,0
1841,200000.0,2,1,2,39,-2,-2,-2,-1,-1,2330.0,1
1842,80000.0,2,2,2,40,0,0,0,0,0,14800.0,0
1843,20000.0,1,1,2,41,-2,-2,0,0,0,40846.0,1
1844,210000.0,1,1,2,48,-2,-2,-2,-2,-2,570.0,0
1845,180000.0,2,3,1,39,2,0,-2,-2,-2,3450.0,1
1846,50000.0,1,2,3,53,0,0,0,0,0,7800.0,0
1847,30000.0,1,2,2,26,1,3,2,0,0,4632.0,1
1848,150000.0,1,1,2,30,-1,-1,-1,-1,-1,15762.0,0
1849,150000.0,1,1,2,28,-1,2,-2,-2,-2,0.0,1
1850,260000.0,1,1,1,43,1,-1,-1,-1,-2,11700.0,0
1851,310000.0,2,1,2,30,0,0,0,0,0,93427.0,0
1852,150000.0,2,1,2,33,0,0,0,0,0,16000.0,0
1853,200000.0,2,1,2,27,-1,-1,-1,-1,-1,61049.0,0
1854,150000.0,1,3,2,45,0,0,0,0,0,18498.0,0
1855,220000.0,2,2,1,54,-1,-1,-1,-2,-2,3158.0,0
1856,540000.0,2,1,2,34,-1,-1,-1,-1,-1,5676.0,0
1857,280000.0,1,2,2,30,0,0,0,0,0,34157.0,0
1858,230000.0,1,2,2,32,0,0,0,0,0,7037.0,0
1859,50000.0,1,1,1,39,0,0,3,2,2,11567.0,0
1860,20000.0,2,2,2,24,1,-2,-2,-1,-1,8567.0,0
1861,10000.0,1,2,2,35,1,6,4,3,2,700.0,1
1862,500000.0,1,1,1,46,0,0,0,0,0,86069.0,0
1863,50000.0,2,2,2,24,0,0,0,0,0,7426.0,0
1864,420000.0,2,2,2,35,-1,-1,-1,-1,-1,68001.0,0
1865,50000.0,2,2,2,23,0,0,2,0,0,39312.0,0
1866,280000.0,2,1,2,29,-2,-2,-2,-2,-2,2459.0,0
1867,50000.0,1,2,1,46,0,0,-1,0,0,6364.0,0
1868,160000.0,2,3,1,41,2,2,0,0,2,10100.0,1
1869,40000.0,2,2,1,23,2,2,2,2,2,9100.0,1
1870,100000.0,2,2,1,31,0,0,-1,0,-1,10739.0,0
1871,50000.0,2,1,2,26,0,0,0,0,0,11504.0,0
1872,130000.0,2,3,2,32,0,0,0,0,2,134086.0,0
1873,30000.0,2,2,2,22,0,0,0,0,0,4000.0,0
1874,140000.0,1,2,1,34,-1,-1,-1,-1,-1,3282.0,1
1875,210000.0,2,2,1,32,-1,0,0,2,0,139392.0,0
1876,50000.0,1,2,1,38,0,0,0,0,0,6856.0,0
1877,310000.0,1,2,1,29,0,0,0,0,0,60933.0,0
1878,300000.0,2,1,1,31,-2,-2,0,0,0,18247.0,0
1879,30000.0,2,2,2,47,2,2,2,2,2,4800.0,1
1880,90000.0,2,3,1,40,0,0,0,0,0,15356.0,0
1881,150000.0,2,2,1,34,2,2,0,0,0,12000.0,1
1882,90000.0,1,1,2,25,0,0,0,0,0,14000.0,0
1883,80000.0,2,3,2,65,0,0,0,0,0,9629.0,0
1884,100000.0,2,1,2,28,-1,-1,-1,-1,-1,5550.0,1
1885,10000.0,1,2,2,33,-2,-2,-2,-2,-2,0.0,0
1886,210000.0,1,1,2,31,0,0,0,0,0,65000.0,0
1887,170000.0,2,2,1,41,0,-1,-1,-1,0,43305.0,0
1888,90000.0,2,2,1,32,1,2,2,2,2,16724.0,0
1889,210000.0,2,3,2,36,1,-1,-2,-1,-1,10782.0,1
1890,50000.0,2,1,2,26,0,0,0,0,0,45009.0,0
1891,150000.0,1,1,1,30,1,-1,-1,-1,-1,79530.0,0
1892,80000.0,2,1,2,30,1,-1,-1,-2,-2,2196.0,0
1893,130000.0,2,1,1,38,0,0,-2,-2,-2,4000.0,1
1894,100000.0,1,2,2,30,1,3,6,7,8,40000.0,1
1895,160000.0,1,1,1,41,0,0,-2,-1,0,10405.0,0
1896,250000.0,1,2,2,31,0,0,0,0,0,5324.0,0
1897,500000.0,2,2,1,42,0,0,0,0,-1,244900.0,0
1898,260000.0,1,2,2,32,0,0,0,0,0,47410.0,0
1899,50000.0,2,2,1,44,-2,-2,-2,-2,-2,2340.0,0
1900,30000.0,2,2,2,22,0,0,0,0,0,3760.0,0
1901,110000.0,2,2,2,42,1,2,0,0,0,10050.0,0
1902,500000.0,1,1,1,39,-1,-1,-1,-1,-1,48817.0,0
1903,310000.0,2,1,2,32,0,0,0,0,0,20000.0,0
1904,580000.0,1,2,1,37,0,0,0,-1,-1,344888.0,0
1905,340000.0,2,1,1,36,0,0,0,0,0,193445.0,0
1906,360000.0,2,2,1,42,-1,-1,-1,-1,-1,46091.0,0
1907,290000.0,2,1,2,29,-1,-1,-1,-1,-1,26563.0,0
1908,30000.0,1,2,2,36,3,2,2,3,2,7800.0,0
1909,80000.0,2,1,2,29,0,0,0,0,0,7700.0,0
1910,360000.0,1,1,1,38,-1,-1,-1,-1,-1,1950.0,1
1911,170000.0,2,1,2,31,-1,-1,-1,-1,-1,33896.0,0
1912,100000.0,1,2,1,42,0,0,0,2,0,15681.0,0
1913,450000.0,1,2,2,37,0,0,-1,0,0,23563.0,0
1914,260000.0,2,1,2,33,-2,-1,-1,0,0,3204.0,0
1915,240000.0,2,1,2,29,0,0,-1,-1,-1,15341.0,0
1916,110000.0,2,2,2,28,0,0,-2,-2,-2,2000.0,0
1917,240000.0,2,2,2,26,0,0,0,0,0,41304.0,0
1918,220000.0,2,2,2,35,0,0,0,0,0,8045.0,0
1919,20000.0,1,2,1,33,0,0,-2,-2,-2,3354.0,0
1920,100000.0,2,1,1,51,1,-2,-1,2,2,930.0,1
1921,300000.0,1,1,2,32,-2,-2,-2,-2,-2,1734.0,0
1922,20000.0,1,2,2,33,0,0,0,0,-1,15054.0,1
1923,360000.0,2,1,2,30,0,0,0,0,0,31318.0,0
1924,220000.0,1,1,2,28,0,0,0,0,0,42700.0,1
1925,470000.0,2,2,2,26,0,0,0,0,0,37398.0,0
1926,70000.0,2,2,2,22,0,0,0,0,0,12191.0,0
1927,120000.0,2,1,2,26,0,0,0,0,0,24000.0,0
1928,50000.0,1,2,2,35,0,0,0,0,0,7703.0,0
1929,470000.0,1,2,1,49,0,0,0,0,0,31526.0,0
1930,130000.0,1,2,1,49,0,0,0,-1,-1,22322.0,0
1931,20000.0,2,1,2,24,-1,-1,2,2,2,3120.0,1
1932,260000.0,2,1,2,36,-2,-2,-2,-1,-1,11925.0,0
1933,20000.0,1,1,1,39,-1,-1,-1,-1,-1,4700.0,0
1934,300000.0,2,1,2,28,2,-1,0,0,-2,3750.0,1
1935,460000.0,2,2,2,35,0,0,0,0,0,92540.0,0
1936,20000.0,2,1,2,24,1,-1,-1,2,2,23387.0,1
1937,360000.0,2,2,2,27,0,0,0,0,0,56920.0,1
1938,290000.0,1,1,1,40,0,0,0,0,0,26991.0,0
1939,90000.0,1,1,1,30,0,0,0,0,0,32838.0,0
1940,180000.0,2,1,2,26,-1,-1,-1,-1,-1,15212.0,0
1941,360000.0,1,3,1,53,-2,-2,-2,-2,-2,0.0,0
1942,120000.0,1,1,1,45,0,0,0,0,0,6225.0,0
1943,220000.0,1,2,2,30,0,0,0,0,0,132210.0,0
1944,220000.0,1,1,2,34,2,2,0,0,2,61858.0,1
1945,10000.0,2,1,2,27,-1,-1,-2,-2,-2,0.0,1
1946,320000.0,2,2,2,31,0,0,0,0,0,33180.0,0
1947,320000.0,1,1,1,33,0,0,0,0,0,185000.0,0
1948,90000.0,1,2,2,39,0,0,0,-1,0,14500.0,0
1949,180000.0,1,1,1,50,0,0,0,0,0,28000.0,0
1950,90000.0,2,1,2,28,0,0,0,0,-1,104416.0,0
1951,100000.0,1,1,1,36,0,0,0,0,0,10700.0,0
1952,340000.0,1,2,1,41,0,0,0,0,0,62955.0,0
1953,50000.0,1,1,2,22,0,0,0,0,0,16500.0,1
1954,240000.0,2,2,1,41,-1,0,-1,-1,-1,38306.0,0
1955,10000.0,1,2,2,41,1,2,2,2,2,2947.0,0
1956,220000.0,2,1,1,42,2,2,2,2,2,0.0,1
1957,100000.0,2,2,2,37,0,0,0,0,0,16862.0,0
1958,220000.0,2,1,1,31,-2,-2,-2,-2,-2,12940.0,0
1959,70000.0,2,3,1,57,0,0,0,0,0,12686.0,0
1960,30000.0,2,2,2,37,3,2,0,0,0,7799.0,1
1961,130000.0,2,3,2,53,-1,-1,-1,-1,-1,123075.0,0
1962,140000.0,2,2,1,25,0,0,0,0,0,20005.0,0
1963,20000.0,1,2,2,32,0,0,0,0,0,19100.0,0
1964,150000.0,2,1,1,38,1,-2,-2,-2,-2,0.0,1
1965,50000.0,2,2,2,26,0,0,-2,-2,-2,0.0,0
1966,90000.0,1,2,1,29,1,1,0,0,0,56532.0,0
1967,170000.0,2,3,1,37,0,0,0,0,0,50000.0,0
1968,70000.0,1,1,2,30,2,2,0,0,0,7876.0,1
1969,200000.0,2,1,2,43,-2,-2,-2,-2,-2,3495.0,0
1970,200000.0,1,1,1,42,0,-1,0,-1,-1,25045.0,0
1971,20000.0,1,2,1,40,1,2,0,0,0,1998.0,1
1972,200000.0,1,2,1,41,0,0,0,0,0,41352.0,0
1973,170000.0,1,2,2,26,-2,-2,-2,-2,-2,0.0,0
1974,130000.0,1,1,2,25,1,-2,-2,-2,-2,0.0,1
1975,100000.0,2,1,2,27,0,0,0,2,0,21697.0,0
1976,180000.0,1,2,2,31,0,0,2,0,0,27000.0,0
1977,230000.0,2,3,2,26,-2,-1,0,0,0,15358.0,0
1978,20000.0,1,3,2,50,-1,-1,-1,-1,0,27996.0,0
1979,500000.0,2,1,1,35,0,0,0,0,0,21756.0,1
1980,150000.0,2,1,1,38,1,-2,-2,-2,-2,0.0,1
1981,80000.0,2,3,2,40,3,2,2,2,2,11300.0,1
1982,230000.0,1,2,1,29,0,0,0,0,0,35000.0,0
1983,80000.0,1,1,2,37,1,-2,-2,-2,-2,0.0,1
1984,230000.0,2,2,2,24,0,0,0,0,0,25282.0,0
1985,50000.0,2,2,2,49,2,0,-1,-1,0,38500.0,1
1986,50000.0,1,2,2,35,0,0,0,0,0,31838.0,0
1987,10000.0,2,1,2,25,1,3,0,0,0,0.0,0
1988,140000.0,1,2,2,34,2,2,2,2,2,22608.0,0
1989,50000.0,1,2,2,42,0,0,0,0,0,9271.0,1
1990,180000.0,1,3,2,28,0,0,0,0,0,29624.0,0
1991,360000.0,1,1,2,65,1,-2,-2,-2,-2,0.0,1
1992,580000.0,1,3,1,67,2,2,3,4,6,119151.0,0
1993,310000.0,2,1,1,43,-2,-2,-2,-2,-2,72723.0,0
1994,20000.0,1,3,2,52,0,0,0,0,0,7740.0,0
1995,180000.0,2,1,2,43,-2,-1,-1,0,-1,74084.0,0
1996,60000.0,2,1,2,24,0,0,0,0,0,9300.0,0
1997,40000.0,2,3,1,59,0,0,0,0,2,6986.0,0
1998,140000.0,2,2,1,34,0,0,0,0,0,27900.0,0
1999,220000.0,1,2,1,32,0,-1,-1,-1,-1,24288.0,0
2000,10000.0,1,2,2,22,0,0,0,0,0,3612.0,1
2001,20000.0,1,1,1,52,0,-1,-1,0,-1,11960.0,0
2002,50000.0,2,1,2,23,-1,0,0,0,0,6903.0,0
2003,50000.0,2,2,2,33,2,0,0,0,0,7689.0,1
2004,320000.0,2,2,2,35,0,0,0,0,0,24126.0,0
2005,20000.0,1,2,2,34,-2,-2,-2,-2,-2,7200.0,0
2006,50000.0,1,2,1,40,0,0,0,0,0,7166.0,0
2007,340000.0,1,1,1,49,-1,-1,-2,-1,2,26094.0,0
2008,360000.0,2,2,1,32,1,-2,-2,-2,-2,0.0,1
2009,300000.0,2,2,1,33,1,-2,-2,-2,-2,0.0,0
2010,40000.0,2,2,2,26,0,0,0,2,2,10000.0,0
2011,150000.0,1,1,1,51,0,0,0,0,0,26242.0,0
2012,20000.0,2,2,2,40,2,2,0,0,3,5399.0,1
2013,30000.0,2,3,1,35,1,-2,0,0,-1,4964.0,0
2014,80000.0,2,2,1,27,-2,-2,-2,-2,-2,1170.0,0
2015,390000.0,2,3,1,38,-2,-2,-2,-1,-1,739.0,1
2016,20000.0,2,2,2,22,1,2,2,2,2,2536.0,1
2017,200000.0,1,2,1,42,0,0,0,0,0,25563.0,1
2018,80000.0,2,3,1,35,0,0,0,0,0,9471.0,0
2019,50000.0,2,2,1,36,2,0,0,0,0,10459.0,1
2020,230000.0,2,2,1,38,0,0,0,0,0,7260.0,0
2021,190000.0,2,2,2,31,0,0,0,0,0,42043.0,0
2022,260000.0,1,3,1,36,-1,0,0,0,0,24346.0,0
2023,100000.0,2,1,1,39,-1,-1,-1,-1,-1,242740.0,0
2024,140000.0,1,2,2,41,0,0,0,0,0,19856.0,0
2025,20000.0,2,2,1,42,2,0,0,0,0,4986.0,1
2026,80000.0,1,2,2,30,0,0,0,0,0,9119.0,0
2027,360000.0,1,1,2,32,0,0,0,-1,-1,33848.0,0
2028,70000.0,1,2,2,31,0,0,0,2,0,11946.0,1
2029,30000.0,2,2,1,24,2,2,0,0,0,5524.0,1
2030,500000.0,2,1,1,39,0,0,0,0,0,80000.0,0
2031,320000.0,2,2,2,30,2,-1,-1,-1,-1,7058.0,0
2032,500000.0,2,1,1,34,0,0,0,0,0,150007.0,0
2033,240000.0,2,1,1,27,1,-2,-1,0,0,17307.0,0
2034,50000.0,2,1,2,25,-1,-1,-1,-1,-1,10784.0,0
2035,120000.0,2,2,1,39,0,0,0,0,0,6857.0,0
2036,250000.0,2,1,2,32,0,0,0,0,0,18550.0,0
2037,180000.0,2,2,1,39,0,0,0,0,0,16000.0,0
2038,10000.0,2,2,2,22,-1,-1,-1,0,-1,21445.0,0
2039,200000.0,2,3,1,53,0,0,0,0,0,65406.0,0
2040,120000.0,2,1,2,29,-1,-1,-1,-1,-1,4780.0,0
2041,230000.0,1,2,1,38,-1,-1,-1,-1,-1,1956.0,0
2042,330000.0,2,1,1,36,1,-2,-1,-1,-1,52164.0,0
2043,50000.0,2,2,2,28,0,0,0,0,0,8165.0,1
2044,130000.0,1,2,2,32,0,0,-2,-2,-2,0.0,0
2045,110000.0,1,2,2,26,2,2,2,2,2,15700.0,1
2046,30000.0,2,3,2,40,-1,0,-1,2,2,12502.0,0
2047,120000.0,2,1,2,25,0,0,0,0,-1,23046.0,0
2048,120000.0,2,1,2,28,-2,-1,-1,0,0,1128.0,0
2049,210000.0,2,2,1,40,0,0,0,0,2,11888.0,0
2050,30000.0,1,2,1,47,1,2,0,2,2,4153.0,0
2051,50000.0,1,3,2,27,2,2,2,2,2,13400.0,0
2052,140000.0,2,2,2,42,-1,-1,0,-1,-1,5035.0,0
2053,140000.0,1,3,1,37,2,2,2,2,2,27500.0,0
2054,50000.0,1,2,1,55,0,0,0,0,0,6605.0,0
2055,130000.0,1,3,1,46,1,2,0,0,0,6800.0,1
2056,80000.0,2,2,2,30,1,2,0,0,0,2338.0,1
2057,50000.0,2,3,1,51,0,0,0,0,0,5811.0,0
2058,100000.0,1,1,1,35,1,2,2,2,0,6310.0,0
2059,220000.0,1,2,1,48,-1,-1,-1,-1,-1,86883.0,0
2060,260000.0,2,2,1,28,-1,-1,0,-1,-1,18450.0,0
2061,320000.0,1,1,2,40,0,0,0,0,0,81317.0,0
2062,80000.0,2,2,1,30,0,0,0,0,0,7868.0,0
2063,140000.0,1,1,2,55,0,0,0,0,0,15450.0,0
2064,180000.0,1,2,1,26,0,0,2,-1,-1,195942.0,1
2065,80000.0,1,4,2,23,1,-1,-1,0,0,37665.0,0
2066,250000.0,1,2,2,40,1,-2,-2,-2,-2,0.0,0
2067,80000.0,1,1,2,33,0,0,0,0,0,6100.0,0
2068,30000.0,1,3,1,50,0,0,0,0,-1,17100.0,1
2069,120000.0,2,2,1,26,-1,-1,-1,-1,-1,33368.0,0
2070,120000.0,2,2,2,29,0,0,0,0,0,21855.0,0
2071,20000.0,1,2,1,29,2,2,0,0,0,13000.0,0
2072,50000.0,1,2,2,40,0,0,0,-1,0,35731.0,0
2073,250000.0,1,2,1,50,-2,-2,-1,-1,-1,30833.0,0
2074,260000.0,1,1,2,37,0,0,0,0,0,30000.0,0
2075,180000.0,2,1,2,27,-1,2,-1,-1,2,3397.0,0
2076,20000.0,1,3,1,49,-1,-1,-1,-1,-1,1836.0,0
2077,150000.0,1,2,1,55,1,2,0,0,0,15800.0,1
2078,260000.0,1,1,2,34,-1,-1,-1,-1,-1,30435.0,0
2079,230000.0,1,1,1,43,1,2,2,2,2,6200.0,0
2080,70000.0,2,1,2,24,0,0,0,0,0,13267.0,0
2081,160000.0,2,1,1,33,-1,-1,-1,0,0,14755.0,0
2082,50000.0,2,2,1,42,1,-2,-2,-2,-2,0.0,0
2083,170000.0,1,2,1,37,-1,-1,-1,-2,-1,6950.0,0
2084,210000.0,2,3,1,39,0,0,0,0,0,18881.0,0
2085,230000.0,1,1,2,28,1,-2,-2,-2,-2,0.0,0
2086,110000.0,1,2,1,36,2,2,2,2,2,21998.0,1
2087,80000.0,2,2,1,39,0,0,-1,-1,-1,34463.0,0
2088,90000.0,2,2,1,54,-1,-1,-1,-1,-1,18319.0,0
2089,90000.0,2,1,1,41,2,2,2,2,2,19400.0,1
2090,250000.0,2,1,1,42,-1,-1,0,-1,2,8097.0,0
2091,270000.0,1,2,2,31,1,2,2,2,0,6500.0,0
2092,20000.0,1,3,2,23,0,0,0,0,0,3996.0,0
2093,80000.0,2,4,2,34,1,2,-1,-1,0,5824.0,0
2094,20000.0,1,1,2,23,2,2,0,0,0,5357.0,0
2095,150000.0,2,2,1,36,0,0,2,0,0,29200.0,0
2096,80000.0,2,3,1,37,1,2,0,0,0,17612.0,1
2097,130000.0,2,2,1,47,0,0,0,0,0,11636.0,0
2098,320000.0,2,1,2,28,-1,0,-1,-1,-1,79718.0,0
2099,50000.0,2,1,2,24,2,2,0,0,0,9929.0,1
2100,260000.0,2,2,1,34,0,0,0,0,0,26911.0,0
2101,140000.0,2,1,2,35,2,2,2,2,2,13600.0,0
2102,10000.0,2,3,1,53,1,4,2,2,2,1800.0,1
2103,180000.0,1,1,2,30,0,0,0,0,0,27400.0,0
2104,250000.0,1,1,1,71,0,0,0,0,0,28800.0,0
2105,20000.0,1,1,2,23,-1,2,2,2,2,4540.0,1
2106,50000.0,1,3,2,28,0,0,0,0,0,7307.0,0
2107,120000.0,2,1,1,38,1,-2,0,0,-2,4065.0,0
2108,160000.0,2,2,1,49,1,2,2,2,2,11744.0,0
2109,60000.0,2,2,2,22,0,0,-1,0,0,63970.0,0
2110,130000.0,1,2,2,31,0,0,0,0,0,27888.0,0
2111,320000.0,1,2,1,41,1,-2,-2,-2,-2,3980.0,1
2112,50000.0,2,2,1,43,0,0,0,0,0,8400.0,0
2113,50000.0,1,2,2,33,0,0,0,0,0,8129.0,1
2114,70000.0,2,2,1,44,2,2,2,2,2,3900.0,1
2115,80000.0,2,2,1,44,0,0,0,0,0,30554.0,0
2116,230000.0,1,2,2,27,-1,-1,-1,0,0,19279.0,1
2117,20000.0,1,3,2,43,-1,-1,0,0,0,1736.0,1
2118,20000.0,2,3,2,39,0,0,2,3,2,10350.0,0
2119,360000.0,1,2,2,42,0,-1,-1,-1,-2,19136.0,0
2120,90000.0,2,1,2,28,-2,-2,0,0,0,52344.0,0
2121,160000.0,2,2,1,34,2,2,0,0,0,19305.0,0
2122,50000.0,1,1,2,36,1,2,2,0,0,7605.0,0
2123,220000.0,2,1,2,27,0,0,0,0,0,40175.0,0
2124,350000.0,1,1,2,42,2,0,0,0,0,40636.0,1
2125,120000.0,2,1,2,29,-1,-1,0,-1,-1,32436.0,0
2126,210000.0,2,1,2,30,1,2,0,0,0,14361.0,0
2127,100000.0,2,2,1,31,2,2,0,0,2,6500.0,0
2128,50000.0,2,3,2,52,0,0,0,0,0,9182.0,1
2129,340000.0,2,1,2,26,-1,0,0,0,-1,142089.0,0
2130,140000.0,1,1,1,57,2,2,2,2,3,29791.0,1
2131,50000.0,1,2,2,42,0,0,0,0,0,18104.0,0
2132,50000.0,1,2,2,31,1,2,0,2,0,4792.0,0
2133,90000.0,2,1,2,27,0,0,0,0,0,15300.0,0
2134,160000.0,1,2,1,66,2,2,2,2,2,17100.0,1
2135,250000.0,1,2,2,27,0,0,0,0,0,18065.0,0
2136,50000.0,1,1,2,23,1,-2,-2,-2,-1,19942.0,0
2137,300000.0,2,2,1,36,0,0,0,0,0,45180.0,0
2138,230000.0,2,2,2,34,1,-2,-2,-1,0,798.0,0
2139,260000.0,1,1,1,43,1,-2,-1,0,0,15055.0,1
2140,60000.0,2,1,2,22,2,0,0,0,-1,38700.0,0
2141,140000.0,1,3,1,41,-1,-1,0,-1,-1,8580.0,0
2142,70000.0,2,3,3,49,2,0,0,0,0,35238.0,1
2143,20000.0,1,3,1,41,2,0,0,0,0,11372.0,1
2144,20000.0,2,2,1,27,3,2,0,2,3,2591.0,1
2145,170000.0,1,4,1,28,0,0,-1,-1,-1,42357.0,0
2146,150000.0,2,3,3,55,-1,-1,-1,-1,-1,41663.0,0
2147,50000.0,1,2,2,26,0,0,0,0,0,8279.0,0
2148,60000.0,1,1,1,49,2,0,0,0,0,9480.0,1
2149,230000.0,2,1,2,29,-1,-1,-1,-1,-1,33486.0,0
2150,100000.0,1,2,2,30,0,0,0,0,-1,38328.0,0
2151,150000.0,1,1,2,24,-1,-1,-1,-1,-1,17517.0,0
2152,70000.0,1,2,2,51,0,0,0,0,0,10452.0,0
2153,150000.0,1,1,2,25,0,0,0,0,-1,84086.0,0
2154,50000.0,2,2,2,25,0,0,0,0,0,10820.0,0
2155,110000.0,2,1,2,29,2,2,2,2,2,27600.0,1
2156,290000.0,2,1,2,25,0,0,0,0,0,81677.0,1
2157,310000.0,2,2,2,42,0,0,0,0,0,32844.0,0
2158,80000.0,2,2,1,38,0,0,0,0,0,11971.0,0
2159,220000.0,1,1,1,54,-2,-2,-2,-2,-2,0.0,0
2160,230000.0,2,2,1,62,0,0,0,0,0,38328.0,0
2161,360000.0,1,1,1,52,0,0,0,0,0,36196.0,0
2162,320000.0,1,1,1,48,-1,-1,-1,-1,-2,44679.0,0
2163,20000.0,1,1,2,30,0,0,0,0,0,17755.0,0
2164,360000.0,2,2,2,35,-1,-1,-1,-1,-1,336701.0,0
2165,360000.0,2,2,1,38,1,-2,-2,-2,-2,0.0,0
2166,440000.0,2,1,1,37,-1,-1,-1,-1,-1,85777.0,0
2167,400000.0,1,2,1,49,2,2,2,3,2,40413.0,1
2168,180000.0,1,2,1,35,1,2,0,0,0,3600.0,0
2169,230000.0,2,1,2,30,1,-2,-2,-2,-2,0.0,0
2170,200000.0,2,1,2,29,0,0,0,0,0,8500.0,0
